Sexo;Grupos de edad;Hábitat de procedencia;Valor absoluto y porcentaje;periodo;Total
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2009;2,2
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2008;3,7
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2007;3,3
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2006;5,7
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2020;8,9
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2019;6,3
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2018;6,7
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2017;9,3
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2016;6,6
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2015;1,3
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2014;9,8
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2013;8,1
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2012;4,1
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2011;8,8
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2010;5,6
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2009;3,5
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2008;4,2
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2007;3,9
Varones;De 50 a 64;Extranjero (procedencia);Porcentaje;2006;5,5
Varones;De 65 y más;Total (procedencia);Valor absoluto;2020;10,4
Varones;De 65 y más;Total (procedencia);Valor absoluto;2019;5,7
Varones;De 65 y más;Total (procedencia);Valor absoluto;2018;12,6
Varones;De 65 y más;Total (procedencia);Valor absoluto;2017;7,7
Varones;De 65 y más;Total (procedencia);Valor absoluto;2016;10,8
Varones;De 65 y más;Total (procedencia);Valor absoluto;2015;8,7
Varones;De 65 y más;Total (procedencia);Valor absoluto;2014;5,5
Varones;De 65 y más;Total (procedencia);Valor absoluto;2013;7,9
Varones;De 65 y más;Total (procedencia);Valor absoluto;2012;10,5
Varones;De 65 y más;Total (procedencia);Valor absoluto;2011;6,7
Varones;De 65 y más;Total (procedencia);Valor absoluto;2010;8,9
Varones;De 65 y más;Total (procedencia);Valor absoluto;2009;11,4
Varones;De 65 y más;Total (procedencia);Valor absoluto;2008;8,7
Varones;De 65 y más;Total (procedencia);Valor absoluto;2007;12,0
Varones;De 65 y más;Total (procedencia);Valor absoluto;2006;12,2
Varones;De 65 y más;Total (procedencia);Porcentaje;2020;5,7
Varones;De 65 y más;Total (procedencia);Porcentaje;2019;2,6
Varones;De 65 y más;Total (procedencia);Porcentaje;2018;5,5
Varones;De 65 y más;Total (procedencia);Porcentaje;2017;3,6
Varones;De 65 y más;Total (procedencia);Porcentaje;2016;4,9
Varones;De 65 y más;Total (procedencia);Porcentaje;2015;4,1
Varones;De 65 y más;Total (procedencia);Porcentaje;2014;2,5
Varones;De 65 y más;Total (procedencia);Porcentaje;2013;4,6
Varones;De 65 y más;Total (procedencia);Porcentaje;2012;4,7
Varones;De 65 y más;Total (procedencia);Porcentaje;2011;3,1
Varones;De 65 y más;Total (procedencia);Porcentaje;2010;3,8
Varones;De 65 y más;Total (procedencia);Porcentaje;2009;4,2
Varones;De 65 y más;Total (procedencia);Porcentaje;2008;3,0
Varones;De 65 y más;Total (procedencia);Porcentaje;2007;3,1
Varones;De 65 y más;Total (procedencia);Porcentaje;2006;3,2
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2020;1,8
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2019;0,4
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2018;2,2
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2017;1,4
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2016;1,3
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2015;2,9
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2014;1,9
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2013;2,9
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2012;3,0
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2011;0,8
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2010;2,1
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2009;3,7
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2008;2,2
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2007;2,0
Varones;De 65 y más;Rural (procedencia);Valor absoluto;2006;2,2
Varones;De 65 y más;Rural (procedencia);Porcentaje;2020;7,7
Varones;De 65 y más;Rural (procedencia);Porcentaje;2019;2,0
Varones;De 65 y más;Rural (procedencia);Porcentaje;2018;5,5
Varones;De 65 y más;Rural (procedencia);Porcentaje;2017;6,1
Varones;De 65 y más;Rural (procedencia);Porcentaje;2016;3,9
Varones;De 65 y más;Rural (procedencia);Porcentaje;2015;6,9
Varones;De 65 y más;Rural (procedencia);Porcentaje;2014;5,6
Varones;De 65 y más;Rural (procedencia);Porcentaje;2013;8,8
Varones;De 65 y más;Rural (procedencia);Porcentaje;2012;9,9
Varones;De 65 y más;Rural (procedencia);Porcentaje;2011;2,0
Varones;De 65 y más;Rural (procedencia);Porcentaje;2010;5,1
Varones;De 65 y más;Rural (procedencia);Porcentaje;2009;9,4
Varones;De 65 y más;Rural (procedencia);Porcentaje;2008;5,4
Varones;De 65 y más;Rural (procedencia);Porcentaje;2007;2,8
Varones;De 65 y más;Rural (procedencia);Porcentaje;2006;4,0
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2020;4,1
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2019;4,5
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2018;7,5
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2017;3,1
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2016;9,1
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2015;4,5
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2014;3,6
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2013;4,9
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2012;7,1
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2011;4,4
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2010;4,2
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2009;4,1
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2008;3,6
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2007;7,7
Varones;De 65 y más;Urbano (procedencia);Valor absoluto;2006;8,0
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2020;4,5
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2019;3,7
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2018;5,8
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2017;2,5
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2016;6,9
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2015;3,7
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2014;2,4
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2013;4,5
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2012;4,8
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2011;3,1
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2010;2,7
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2009;2,4
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2008;2,2
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2007;3,4
Varones;De 65 y más;Urbano (procedencia);Porcentaje;2006;3,6
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2020;4,5
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2019;0,7
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2018;2,9
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2017;3,2
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2016;0,4
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2015;1,3
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2014;..
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2013;0,2
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2012;0,4
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2011;1,6
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2010;2,6
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2009;3,5
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2008;2,8
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2007;2,3
Varones;De 65 y más;Extranjero (procedencia);Valor absoluto;2006;2,0
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2020;6,5
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2019;1,0
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2018;4,8
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2017;4,9
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2016;0,8
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2015;2,6
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2014;..
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2013;0,5
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2012;1,0
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2011;4,3
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2010;6,5
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2009;5,7
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2008;3,2
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2007;2,7
Varones;De 65 y más;Extranjero (procedencia);Porcentaje;2006;1,9
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2020;182,1
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2019;225,4
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2018;256,7
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2017;201,0
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2016;240,3
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2015;220,5
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2014;186,2
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2013;185,1
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2012;229,7
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2011;253,6
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2010;238,8
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2009;264,8
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2008;313,5
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2007;393,9
Mujeres;Total (edad);Total (procedencia);Valor absoluto;2006;421,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2020;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2019;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2018;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2017;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2016;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2015;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2014;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2013;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2012;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2011;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2010;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2009;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2008;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2007;100,0
Mujeres;Total (edad);Total (procedencia);Porcentaje;2006;100,0
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2020;19,0
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2019;30,2
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2018;38,4
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2017;21,1
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2016;31,4
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2015;42,3
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2014;25,4
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2013;23,1
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2012;35,0
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2011;46,7
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2010;43,2
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2009;32,2
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2008;41,3
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2007;69,1
Mujeres;Total (edad);Rural (procedencia);Valor absoluto;2006;61,8
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2020;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2019;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2018;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2017;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2016;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2015;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2014;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2013;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2012;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2011;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2010;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2009;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2008;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2007;100,0
Mujeres;Total (edad);Rural (procedencia);Porcentaje;2006;100,0
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2020;96,7
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2019;127,7
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2018;131,0
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2017;116,7
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2016;144,9
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2015;125,3
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2014;132,7
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2013;123,1
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2012;162,2
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2011;144,1
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2010;147,1
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2009;149,5
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2008;149,6
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2007;193,6
Mujeres;Total (edad);Urbano (procedencia);Valor absoluto;2006;211,1
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2020;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2019;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2018;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2017;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2016;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2015;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2014;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2013;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2012;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2011;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2010;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2009;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2008;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2007;100,0
Mujeres;Total (edad);Urbano (procedencia);Porcentaje;2006;100,0
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2020;66,5
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2019;67,5
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2018;87,3
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2017;63,3
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2016;64,0
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2015;52,9
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2014;28,1
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2013;39,0
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2012;32,5
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2011;62,8
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2010;48,5
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2009;83,1
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2008;122,6
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2007;131,3
Mujeres;Total (edad);Extranjero (procedencia);Valor absoluto;2006;148,1
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2020;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2019;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2018;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2017;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2016;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2015;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2014;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2013;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2012;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2011;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2010;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2009;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2008;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2007;100,0
Mujeres;Total (edad);Extranjero (procedencia);Porcentaje;2006;100,0
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2020;7,5
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2019;20,3
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2018;28,7
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2017;30,5
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2016;39,1
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2015;29,5
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2014;21,5
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2013;25,1
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2012;38,1
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2011;42,4
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2010;35,4
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2009;29,8
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2008;41,3
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2007;51,1
Mujeres;De 0 a 15;Total (procedencia);Valor absoluto;2006;53,3
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2020;4,1
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2019;9,0
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2018;11,2
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2017;15,2
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2016;16,3
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2015;13,4
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2014;11,5
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2013;13,5
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2012;16,6
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2011;16,7
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2010;14,8
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2009;11,3
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2008;13,2
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2007;13,0
Mujeres;De 0 a 15;Total (procedencia);Porcentaje;2006;12,7
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2020;1,6
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2019;3,7
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2018;3,5
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2017;4,0
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2016;3,9
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2015;8,0
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2014;5,6
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2013;3,1
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2012;5,5
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2011;10,8
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2010;7,1
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2009;3,6
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2008;5,2
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2007;9,0
Mujeres;De 0 a 15;Rural (procedencia);Valor absoluto;2006;11,3
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2020;8,7
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2019;12,3
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2018;9,2
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2017;18,8
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2016;12,3
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2015;18,8
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2014;21,8
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2013;13,3
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2012;15,7
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2011;23,0
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2010;16,4
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2009;11,1
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2008;12,6
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2007;13,1
Mujeres;De 0 a 15;Rural (procedencia);Porcentaje;2006;18,3
Mujeres;De 0 a 15;Urbano (procedencia);Valor absoluto;2020;2,6
